"";"IN-OPERACAO";"CO-MUNICIPIO";"CO-MUNICIPIO-BACEN";"NU-CGC-MUNICIPIO";"CO-MUNICIPIO-BANCO-BRASIL";"NO-MUNICIPIO";"CO-UF";"CO-MUNICIPIO-IBGE"
"3280";"A";"2661";"50407";"66234345000118";"056154";"PALMOPOLIS";"MG";"3146750"
"3281";"A";"4941";"28350";"18313817000185";"056430";"PARA DE MINAS";"MG";"3147105"
"3282";"A";"4943";"32944";"18008193000192";"056499";"PARAGUACU";"MG";"3147204"
"3283";"A";"4947";"01944";"18116160000166";"056952";"PARAOPEBA";"MG";"3147402"
"3284";"A";"4953";"15150";"18039503000136";"057347";"PASSA TEMPO";"MG";"3147709"
"3285";"A";"0680";"53844";"01612478000135";"057657";"PATIS";"MG";"3147956"
"3286";"A";"4963";"37444";"17947607000186";"057746";"PATROCINIO DO MURIAE";"MG";"3148202"
"3287";"A";"4967";"07498";"18307447000173";"057967";"PAULISTAS";"MG";"3148400"
"3288";"A";"4971";"16094";"18409227000150";"058149";"PECANHA";"MG";"3148608"
"3289";"A";"4975";"24866";"18133439000158";"058181";"PEDRA DO ANTA";"MG";"3148806"
"3290";"A";"4985";"11714";"23456650000141";"058653";"PEDRO LEOPOLDO";"MG";"3149309"
